homepage,recent_post
https://nofrakkingconsensus.com/,https://nofrakkingconsensus.com/2012/06/08/masters-of-hypocrisy-the-union-of-concerned-scientists/
https://judithcurry.com/,https://judithcurry.com/2015/08/09/week-in-review-energy-and-policy-edition-7/
http://www.c3headlines.com/,http://www.c3headlines.com/2013/08/just-another-global-warming-hypocrite-as-he-ages-arnold-schwarzeneger-returns-to-his-roots.html?no_prefetch=1
http://algorelied.com/,http://algorelied.com/?p=1741
https://co2insanity.com/,https://co2insanity.com/2010/07/22/rip-carbon-trading/
http://www.climate-skeptic.com/,http://www.climate-skeptic.com/2008/06/whod-have-belie.html
https://anhonestclimatedebate.wordpress.com/,https://anhonestclimatedebate.wordpress.com/2009/06/07/come-fly-with-me/
https://climatenonconformist.wordpress.com/,https://climatenonconformist.wordpress.com/2011/04/27/global-warming-a-greenies-call-to-arms/
https://notalotofpeopleknowthat.wordpress.com/,https://notalotofpeopleknowthat.wordpress.com/2017/02/27/bias-in-science/
https://australianclimatemadness.com/,https://australianclimatemadness.com/2012/03/03/censorship-comes-to-australia/
https://noconsensus.wordpress.com/,https://noconsensus.wordpress.com/2011/01/07/let-it-rain/
https://autonomousmind.wordpress.com/,https://autonomousmind.wordpress.com/2012/12/11/the-dead-hand-of-the-state-intruding-on-freedom-of-religious-belief/
https://bobtisdale.wordpress.com/,https://bobtisdale.wordpress.com/2013/11/19/on-cowtan-and-ray-2013-coverage-bias-in-the-hadcrut4-temperature-series-and-its-impact-on-recent-temperature-trends/
https://chiefio.wordpress.com/,https://chiefio.wordpress.com/2016/03/19/pot-and-brain-shrinkage/
https://pielkeclimatesci.wordpress.com/,https://pielkeclimatesci.wordpress.com/2011/09/04/hatchet-job-on-john-christy-and-roy-spencer-by-kevin-trenberth-john-abraham-and-peter-gleick/
https://tallbloke.wordpress.com,https://tallbloke.wordpress.com/2016/11/04/germanys-etrillion-euro-disaster-wind-power-transition-destroys-its-industrial-heartland/
https://thelukewarmersway.wordpress.com/,https://thelukewarmersway.wordpress.com/2013/04/19/when-did-weird-weather-start/
http://www.timworstall.com/,http://www.timworstall.com/2017/07/13/oh-god-julie-bindels-got-another-book-coming-out/
https://hro001.wordpress.com/,
https://anhonestclimatedebate.wordpress.com/,https://anhonestclimatedebate.wordpress.com/2009/06/07/save-the-planet-trap-your-own-methane/
https://nextgrandminimum.wordpress.com/,https://nextgrandminimum.wordpress.com/2011/11/04/this-is-how-ice-ages-begin/
http://notrickszone.com/,http://notrickszone.com/2016/07/12/folly-all-of-europes-wind-power-capacity-only-could-steadily-provide-enough-electricity-for-tiny-belgium/
https://stevengoddard.wordpress.com/,https://stevengoddard.wordpress.com/2015/12/14/the-winters-of-1932/
https://rclutz.wordpress.com/,https://rclutz.wordpress.com/2015/08/19/iceland-vs-greenland-and-all-that/
https://sunshinehours.net/,https://sunshinehours.net/2016/04/26/green-biodiesel-has-increased-emissions/
http://principia-scientific.org/,http://principia-scientific.org/plummeting-july-11-temperatures-in-the-u-s/
http://scottishsceptic.co.uk/,http://scottishsceptic.co.uk/2015/10/28/who-runs-the-us-noaa-versus-science-democracy-the-us-congress/
https://polarbearscience.com/,https://polarbearscience.com/2014/04/25/my-interview-with-cns-news-alaskan-polar-bears-threatenedby-too-much-spring-ice/
http://www.heliogenic.net/,http://www.heliogenic.net/2009/12/20/quote-of-the-day-18/
http://www.climate-resistance.org/,http://www.climate-resistance.org/2008/08/backwards-to-the-future.html
https://greenhellblog.com/,https://greenhellblog.com/2009/06/26/mccotter-w-m-nuts-on-its-face/
https://americanelephant.wordpress.com/,https://americanelephant.wordpress.com/2016/09/20/mark-knopfler-telegraph-road/
http://www.hi-izuru.org/,http://www.hi-izuru.org/wp_blog/2014/03/stupidity-is-the-real-offense/
http://blog.heartland.org/,http://blog.heartland.org/2017/04/pour-the-public-education-kool-aid-down-the-drain/
http://www.climatedepot.com/,http://www.climatedepot.com/2017/08/30/new-study-on-floods-finds-approximately-the-number-expected-due-to-chance-alone-no-global-warming-signal/
http://www.cfact.org/,http://www.cfact.org/2017/06/19/advancing-scientific-integrity-on-bees/
https://www.thegwpf.com/,https://www.thegwpf.com/appeal-court-overturnes-defamation-suit-by-green-party-scientist/
http://www.thegwpf.org/,http://www.thegwpf.org/new-paper-trends-in-reported-flooding-in-the-uk-1884-2013/
http://www.drroyspencer.com/,http://www.drroyspencer.com/2016/07/record-warm-2016-what-a-difference-one-month-makes/
https://www.iceagenow.info/,
http://www.climatedepot.com/,http://www.climatedepot.com/2017/09/05/nyt-lets-help-hurricane-harvey-survivors-by-taxing-them/
http://www.globalwarming.org/,http://www.globalwarming.org/2016/02/10/cei-rolling-out-new-richard-windsor-revelations/
http://www.theclimatebet.com/,http://www.theclimatebet.com/tenth-international-conference-on-climate-change/
http://theweatherwiz.blogspot.com/,
http://policlimate.com/,
http://wmbriggs.com/,http://wmbriggs.com/post/9352/
https://omniclimate.wordpress.com/,https://omniclimate.wordpress.com/2012/01/28/dark-of-the-night-at-the-ams/
http://omnologos.com/,http://omnologos.com/after-the-kenyan-mall-attack-against-anti-islamic-propaganda/
http://hallofrecord.blogspot.com/,http://hallofrecord.blogspot.com/2013/01/theyre-rioting-in-africa-and-president.html
http://co2coalition.org/,http://co2coalition.org/2017/08/24/the-impact-of-key-climate-drivers-on-terrestrial-carbon-storage/
http://scientificqa.blogspot.co.uk/,http://scientificqa.blogspot.co.uk/2017/07/us-energy-secretary-rick-perry.html
http://climateedinburgh.blogspot.com/,http://climateedinburgh.blogspot.com/2014/01/bias-shown-in-14-out-of-15-met-office.html
http://www.cgfi.org/,http://www.cgfi.org/2014/07/science-recommends-climate-model-re-start-dennis-t-avery/
http://fakegate.org/,http://fakegate.org/fish-gotta-swim-birds-gotta-fly-and-peter-gleick-gotta-lie/
